text,label
Kamrup mein Hajo road pe ek bridge ke abutment mein crack aa gayi hai jo clearly visible hai. Log wahan se jaate hain daily but koi bridge engineer ne survey nahi kiya #BridgeCrack,road_damage
"Guwahati mein ek nayi organic market shuru hui hai, locally grown produce, no pesticides, slightly costlier but worth it for health and local farmers both #OrganicMarket",none
"Dibrugarh-Chabua road pe ek tea estate ke paas road ka hissa ek side se dip ho gaya, drainage issue hai underlying, agar nahi sudhara toh major collapse hoga #RoadDip",pothole
"Haflong lake ke paas baitha tha dopahar mein, hills, water, silence - aur ek packet Maggi. Best combination possible in life #HaflongDiaries",none
Silchar mein Barak river ke overflow ki wajah se Meherpur aur Shillong road area mein ghar tak paani aa gaya hai. Dukaan wale saman leke chhath pe chadhe hain #SilcharFlood,flood
Dima Hasao mein heavy vehicle restriction hai phir bhi heavy vehicles jaate hain aur hill road ka yeh haal hai. Government ne fine kyu nahi kiya is saal bhi #HillRoadDamage,road_damage
"Goalpara bypass pe construction ke naam pe road khodke chod di hai, koi timeframe nahi, koi signage nahi, raat ko accident ka khatra bahut zyada hai #AssamHighway",pothole
"Aaj Guwahati mein Ulubari ke paas ek auto ne overloading ki wajah se ek taraf lean kiya aur flip ho gayi, 4 passengers injured, driver nahi ruka pehle #AutoFlip",accident
"Haflong mein ek hill road ke ek section pe parapet ko protect karne waali chain link giri hai, 100 foot drop hai usme, now nothing preventing vehicles from edge #ProtectionGone",road_damage
"Aaj Dibrugarh mein ek IT company event ke baad 200+ employees ka mass exit hua, company parking full thi aur road pe hi parking tha, local traffic stuck #CompanyExitJam",traffic
"Majuli island pe ek pucca road ek baar bani thi, ab uspe kuch bacha nahi hai. Baarish ne sab uthaa liya aur replacement budget pending hai kuch saalon se #MajuliRoads",road_damage
"Goalpara ke Dudhnoi side pe ek nilgai road pe aayi aur bhag gayi, normally nahi aati wahan, maybe flood ki wajah se habitat disturb hua tha #NilgaiSighting",animal
"Aaj North Lakhimpur mein ek elephant crossed the road slowly, vehicles waited on both sides, elephant completely ignored everyone, majestic being #ElephantCrossing",animal
"Lakhimpur ke paas ek bridge pe ek cyclist aur ek pedestrian road same side pe the, cyclist ne avoidance maneuver kiya aur railing se takra, pedestrian saved #BridgeCyclist",accident
"Lakhimpur mein ek local birdwatcher ne ek white-rumped vulture ka flock dekha road ke paas, endangered species hai, forest department ko suchi di gayi #VultureSighting",animal
"Lakhimpur mein Bihpuria-Banderdewa road pe puri tarah se road ka base shift ho gaya hai, jab truck chalte hain toh surface wave jaisi motion mein jhaankti hai #BaseShift",road_damage
"Tezpur mein Mission Chariali signal pe ek biker ne red light todna chahha aur ek car se sidha takra gaya, bike bahut damage hua, biker ko thoda lag gaya #RedLightAccident",accident
"Kamrup district ke Hajo town ke paas Brahmaputra ke water level mein hairaani ki rishta se izafa hua hai, locals mein darr ka mahaul hai #BrahmaputraFlood",flood
"Jorhat ka Tocklai Tea Research Institute visit kiya tha recently, kaise research hoti hai chai par sab dekha, nerdy but genuinely fascinating stuff #TeaResearch",none
"Aaj Brahmaputra ke kinare baitha tha evening mein, naav waale gaana ga rahe the door se, sun ne se bahut nostalgic feel aayi apne childhood ka #BrahmaputraMoments",none
Nagaon mein ek badi market ke paas road ke ek patch pe itna weight aa jaata hai roz ki woh patch monthly rehab pe hai but permanent nahi hota #MarketLoad,pothole
"Dhemaji district mein school ki exam schedule flood ki wajah se 3rd baar postpone hui, poor students ka koi kabhi nahi sochta is system mein #ExamPostponed",flood
"Nagaon mein ek junction pe 3-wheeler ki brake fail hone ke baad woh ek dukan ke andar ghus gayi, dukaan maalik ek minor injury se bachhe, property damage tha #AutoInShop",accident
"Silchar mein ek chowk pe 4 directions ka traffic ek saath aata hai aur signal ka timing bahut galat set hai, resulting mein every direction confused rehta hai #WrongSignalTiming",traffic
"Hollong Park eco camp mein gaya tha, Namdapha ki taraf, wild life itni variety thi, sab kuch bilkul natural state mein tha, 10/10 would visit again #NamdaphaTrip",none
"Guwahati mein sumo car se Shillong ke liye nikal raha hoon kal, jitna time road pe lagega utna maza hoga views ka, excited hoon mountains dekhne ke liye #ShillongTrip",none
"Guwahati ke Amchang wildlife sanctuary boundary pe ek bear jab log sham mein road se aa rahe the tab trail cross kar raha tha, vehicles ne headlights dim kar diye #BearCrossing",animal
"Dibrugarh mein oil field road pe pipeline ke neeche ki road ek jagah se crack ho gayi hai, oil company ne dekha hai but still not repaired #PipelineCrack",road_damage
"North Lakhimpur ke paas ek gaon ka single access road hai aur us pe 3 bade potholes hain, ambulance tak nahi jaa sakti properly, health emergency risk #AccessRoad",pothole
"Sibsagar ke paas Demow side pe bakri ka bada jhund highway cross kar raha tha, ek car wale ne patience khoyi aur beep kiya, sab bakri bhag gayi charo taraf, 10 min chaos #GoatChaos",animal
"Aaj Tinsukia ke paas ek slow loris spotted hua road pe, highly endangered nocturnal primate hai, forest guards ne immediately responded to protect it #SlowLoris",animal
"Diphu ka local market bahut unique hai, Karbi crafts, Dimasa textiles, North East ka itna diversity ek jagah milna rare hai, visit recommend karoon ga #KarbiAnglong",none
"Aaj Jorhat-Nazira road pe ek biker ka helmet wahan gaya, but uske baad bhi biker ne helmet nahi pehna, 2 km aage aur ek pothole mein gira aur serious injury aayi #HelmetImportance",accident
"Guwahati mein Beltola area mein ek elevated road ka beam pe rust spots visible hain, concrete spalling ho raha hai slowly, long term structural concern hai #BeamRust",road_damage
"Majuli island pe ek giant python ki sighting ki gayi hai, 18 feet estimate tha forest official ne, road near ferry ghat pe tha, expert team ne handle kiya safely #GiantPython",animal
"Dibrugarh ke airport road pe aaj ek kutta sadak ke beech let ke so raha tha aur koi use uthane ki himmat nahi kar raha tha, trafficchalta rahabhav ke sath #StrayDogBlock",animal
"Kamrup mein ek farmer ne report kiya ki ek leopard uske gaon ke paas tha, forest officials alert pe hain, aaj road pe bhi spotted gaya briefly #LeopardAlert",animal
"Aaj NH-37 pe Golaghat ke paas ek jeep overturn hua, 4 log andar the, ek ko serious injury aayi, others stable, rescue team ne 30 min mein pahunchi #JeepOverturn",accident
"Aaj Goalpara mein ek tribal arts festival dekha, Koch Rajbongshi community ka traditional dance tha, itna vibrant tha, needs more media coverage honestly #TribalArts",none
"Aaj Dibrugarh mein ek ambulance ka rasta block kar diya ek SUV driver ne, log chillaye, driver ne nahi suna, ambulance delayed thi, serious was the case inside #AmbulanceBlocked",accident
"Aaj dekha ki ek municipality van ne pothole ke iske upar se nikalte waqt side mein mud utha aur adjacent shop mein daal diya, koi accountable nahi hai #MunicipalityFail",pothole
"Kamrup rural mein ek cycle race event tha jiske baare mein public ko advance notice nahi diya gaya, suddenly road blocked, bahut logon ki problem aayi #CycleRaceBlock",traffic
Aaj Dhubri mein border ke paas ek village mein water level itna badha ki 2 story ghar ki ground floor underwater ho gayi ek raat mein #FlashFlood,flood
"Guwahati mein Fancy Bazaar ko footpath culture se dekha aaj, kitna diverse hai sab log kya bech rahe hain - idols, books, electronics, street food sab ek line mein #FancyBazaarLife",none
"Aaj Silchar ke ek area mein dekha road ka ek hissa puri tarah hata ke pile le gaya tha municipal truck, aur woh same repair nahi kiya, unfinished job padi hai #UnfinishedRepair",road_damage
"Aaj Dispur area mein ek political yatra ki wajah se poore 4 km ki road closed rahi. Koi advance notice nahi tha, sab achanak traffic mein fas gaye #PoliticalYatra",traffic
"North Lakhimpur mein flood relief mein political banner laga hua tha, public gusse mein hai ki apni photo flood mein laga rahe hain neta log #PoliticsInFlood",flood
"Jorhat bypass road pe pothole itna bada hai ki agar raat ko bina light ke gaye toh seedha andar giroge. Municipality ko shame aani chahiye, teen mahine ho gaye kuch nahi kiya #AssamRoads",pothole
"Morigaon town mein hospital ke saamne pothole hai jo 3 mahine se band nahi hua. Emergency mein ambulance bhi isse bachke jaati hai, serious safety issue hai #HealthInfrastructure",pothole
"Numbaligarh ke paas ek naya road tha sab keh rahe the, lekin woh pehli baarish mein hi udhar gaya, unbelievable quality, kitna paisa gaya isme sochke gussa aata hai #NewRoadFail",pothole
"Aaj Guwahati mein Ganeshguri pe road ke beech mein ek manhole cover missing tha, night mein koi nahi dekha woh side mein, directly road pe hole tha #MissingManhole",pothole
"Bongaigaon ke refinery gate ke paas aaj ek delivery van ne ek elderly cycle wale ko maara, woh bahut takleef mein tha, log khade the par koi madad nahi kar raha tha #HitAndRun",accident
"Nameri National Park ki trekking trip se aaj wapas aaya hoon, 2 din 2 raat jungle mein, sleep under stars, river sound as lullaby - life changing honestly #NamTrek",none
"Nagaon-Lumding highway pe ek jagah nala overflow ho gaya hai aur road pe paani aa gaya hai, traffic practically band ho gaya hai #HighwayBlocked",flood
"Sivasagar mein Dihing Patkai park ke paas ek clouded leopard dekha gaya road ke paas, extremely rare sighting, camera traps lagaye ja rahe hain ab #CloudedLeopard",animal
Kaziranga safari booking karne ki koshish kar raha hoon online but portal kabhi kaam karta hai kabhi nahi. Anyway excited hoon trip ke liye #OnlineWoes,none
"Assam mein tea tourism badhna chahiye properly, plantation stays, tea tasting tours, processing unit visits, bahut potential hai itna wildlife se bhi zyada #TeaTourism",none
Sivasagar mein ek MLA ne road inauguration kiya tha photos ke liye. Teen mahine baad road pe ek bhi intact patch nahi hai. Zero accountability yahan #PoliticsVsRoads,pothole
"Dhubri border area mein customs traffic jab zyada hota hai toh kaafi jam lagti hai, trucks ki line, local vehicles sab faste hain. Dedicated lane chahiye #BorderTraffic",traffic
"Hailakandi mein flood hit area mein psychosocial support team bhi gayi hai, trauma counseling provide kar rahe hain displaced families ko #MentalHealthFlood",flood
"Kokrajhar town mein truck movement restricted hai din mein toh sab raat ko aate hain, aur raat ko bhi jam hota hai kyunki raste kam hain #TruckTimeRestriction",traffic
"Lakhimpur mein ek embankment road pe ek side ki embankment erode ho gayi hai baarish mein, road pe drive karo aur ek side empty space hai #EmbankmentErosion",road_damage
"Aaj Lakhimpur mein ek political meeting ke baad supporters ki vehicles ek ek road pe aayi aur 2 km ki jam ban gayi, kisi ko nahi tha ki itna time lagega #PoliticsJam",traffic
"Majuli island pe sunrise dekha tha ek baar, mist over water, birds calling, complete silence otherwise, no description does justice honestly #MajuliSunrise",none
"Diphu ke tribal area mein government ne budget diya road ke liye, 6 mahine mein road bani aur 2nd monsoon mein khali hua, paisa kahan gaya, investigation ho #TribalRoadFund",pothole
"Dibrugarh mein oil tanker ka brake fail hua aur woh ek row of parked vehicles mein ghus gaya, 6 cars buri tarah damaged, tanker driver ek minor injury se gaya #TankerBrake",accident
"Aaj Tezpur mein flood relief donate karne waale station pe 2 ghante ki queue dekhi, logon mein bandhutva hai, government se zyada #FloodSolidarity",flood
"Jorhat-Sibsagar highway pe ek jagah road ka camber bilkul galat hai, pani road pe hi ruk jaata hai, never drains, always pool bana ke rakhta hai #BadCamber",road_damage
"Bhai puri road nahi hai wahan, sirf potholes ke beech mein thodi thodi road bachi hai. Assam mein road infrastructure ka yeh haal kabhi solve hoga kya #RoadQuestion",pothole
"Silchar ke paas ek engineering college ke students teen bike pe the (6 log), ek jerk mein sab ne balance khoya, multiple injuries, hospital se updates aaye #OverloadedBike",accident
"Aaj Biswanath mein tea auction ke din bazaar mein extra traffic thi, estate vehicles plus market vehicles sab ek saath, roads made for half this volume #AuctionDayJam",traffic
"Dibrugarh mein ek dost ki shaadi mein gaya tha, Assamese wedding traditions itni beautiful hain, mekhela chadar pehni ladies were looking stunning #AssameseCulture",none
"Aaj Tinsukia mein teen kilo ke stretch mein do accidents ek saath hue, ek raaste pe ek baar se do accidents unusual tha, area blackspot declare karna chahiye #BlackSpot",accident
"Bongaigaon city mein Saturday market rush itna zyada tha ki ek junction pe lena ki gaadi wali aawaz aane lagi, police ne lathi bhi chaali ek jagah #MarketCrowdJam",traffic
"Guwahati mein aaj morning walk pe gaya tha aur neeche ki road pe chal nahi sakta tha, poori tarah pani tha, morning routine cancel karna pada #MorningFlooded",flood
"Tinsukia-Doom Dooma highway pe ek stretch pe road ka bitumen completely ukhad gaya hai, loose stones hain, bikers ko serious risk hai especially raat mein #LooseStones",road_damage
"Aaj Guwahati ke ek naale ke paas baithe the friends ke saath, poora evening gaya philosophical baaton mein, kuch productive nahi kiya but bahut achha laga honestly #FriendshipGoals",none
Tezpur ke paas ek gaon ne bataya ki ek gaur (bison) unke gaon mein aa gaya aur 3 ghante baad jaaye. Forest team ne aake sahi tarah handle kiya #GaurInVillage,animal
"Jorhat ke Tarajan road pe do bike ki head-on collision hui, dono sawaaron ko chot aai, ek ki condition serious hai according to witnesses #JorhatAccident",accident
"Silchar mein ek badi didi ke haath ka biryani khaya tha aaj, yaar kuch nahi milta iska muqabila karne ko duniya mein, bilkul ghar jaisi feeling #HomeCooking",none
"Kamrup district mein baarish ke baad naye potholes ke saath purane potholes badh gaye, ab ek bade khadde ka roop dhara hai sab ne milke #GrowingPotholes",pothole
"Dibrugarh mein ek fuel station ke saamne bade queue ki wajah se road block ho gayi, vehicles spilled out on main road, police was absent for too long #FuelQueueJam",traffic
"Guwahati mein aaj ek ghante ki tez baarish mein Beltola se Dispur tak poora area talab ban gaya. Scooter half submerged, cars bhi struggle kar rahi hain, office gaya bhool jao #GuwahatiFlood",flood
"Karimganj bypass pe ek jagah road ek side se ekdum dhaas gayi hai jaise neeche kuch khaali ho gaya ho. Very dangerous, heavy vehicle gaya toh hoga kya #SouthAssam",pothole
"Aaj Guwahati mein Zoo Road pe teen gaadiyan chain collision mein phans gayi, peeche se bhari truck ne rear-end kiya. Koi ghayal nahi tha thankfully but heavy traffic tha #ChainAccident",accident
"Aaj Guwahati ke outskirts pe ek cat-sized wild cat ko road pe dekha gaya, possibly jungle cat, DFO ne confirm karna hai species, camera deployed #JungleCat",animal
"Majuli island pe ek naya setu ka approach road bana tha government ne, 6 mahine mein ussi approach ka concrete uthar gaya, typical quality hai yahan ki #NewRoadFail",road_damage
"Bongaigaon mein ek commercial road ke neeche ek puraaney sewer pipe ka case tha, woh pipe break hua aur road ka ek section 3 feet neeche dhaas gaya ek raat ko #RoadSinkhole",road_damage
"Aaj Guwahati mein Panjabari area pe Assam Secretariat ka traffic aur Gauhati University ka traffic same timing pe tha, absolute nightmare was going on #SecretariatUniJam",traffic
"Golaghat highway stretch pe ek overpass support pillar mein visible cracks hain, engineering assessment pending hai, but traffic chal raha hai full speed #PillarCracks",road_damage
"Karimganj district mein ek bridge approach road ka ek hissa flood mein cut off hua tha, bridge hai but approaches kharab hain, bridge technically useless ho gaya #ApproachDamaged",road_damage
"Bihu in Assam is actually 3 separate festivals - Bohag (spring), Kati (autumn) and Magh (winter), each with distinct food and rituals, barely anyone outside NE knows this #BihuFacts",none
"Kaziranga area mein ek family khatam baat thi, road side aaya tiger cub, maa peeche aayi, sab ki band baj gayi, forest guard ne safely clear kiya 40 min baad #TigerFamily",animal
"Aaj Dhemaji near Subansiri bridge ke paas 2-3 wild pigs ke saath 8-10 piglets road pe the, adorable but traffic roking tha, forest guard photo leke bhej diya #WildPigFamily",animal
"Sivasagar mein ek water buffalo road pe aayi aur kisi bhi ghari mein kisi pe charge karne ka mood dikha, locals ne ek chhayi bhi banayi apne aur aayi mein road clear karne ke liye #AggressiveBuffalo",animal
"Sivasagar mein ek old road bridge pe ek railing gone hai 2 ki 6 from one side, wo section now has a sheer drop, nobody put warning tape or marker #MissingRailing",road_damage
"Barpeta road area mein Manas nadi ka paani surrounding villages mein ghus gaya hai, around 500 families affected hain abhi tak ke hisab se #ManasFlood",flood
"Tezpur mein Agnigarh temple ke upar se jo panoramic view milta hai woh Instagram pe bilkul nahi milti justice mein, personally dekhna chahiye sab ko #TezpurView",none
Aaj Dhubri se Bongaigaon jaate waqt NH-27 pe ek jagah itna bada pothole tha ki bus driver ne suddenly brakes maare aur 4-5 log girte girte bache #HighwayAlert,pothole
"Aaj Lakhimpur mein ek auto wale ne refuse kar diya ki pothole waali road pe nahi jaayega, mujhe poora daraa diya ki woh road bahut kharab hai #AutoRefuse",pothole
"Lakhimpur mein bus stand ke paas ek school bus aur ek truck ki collision hui, koi bacha toh nahi tha bus mein but driver ko laga hai serious chot #BusAccident",accident
"Sibsagar mein oil company road pe bhaariya truck ki wajah se road bilkul toot gayi hai, chote chote khadde nahi, poori road hi gum ho gayi lagti hai #AssamOilBelt",pothole
"Dima Hasao mein ek mountain road pe ek wild pig family the, sab ke sab road pe so rahe the, itna cute scene tha ki log beep nahi karna chahte the #WildPigFamily",animal
"Kamrup rural mein ek narrow bridge pe ek truck aur ek bus aaye aamne saamne, koi nahi jhauka, 2 ghante standoff tha, police ne finally mediate kiya #NarrowBridgeStandoff",accident
"Biswanath Chariali mein ek road ke beech mein ek bada gutter khul gaya hai, paanch mahine pehle bhi repair kiya tha, phir khul gaya, quality clearly zero tha #RepeatedDamage",road_damage
Silapathar road pe ek area mein waterlogging ke baad road ka base material wash out hua aur road surface literally hollow ho gayi hai neeche se #HollowRoad,road_damage
"Jorhat tea garden stretch pe road ek side se tilted ho gayi hai, shayad neeche ka soil eroded ho gaya hai. Heavy truck wahan se jaate hain daily but koi survey nahi hua #TiltedRoad",road_damage
"Kaziranga pe aaj ek herd of wild water buffalo road cross kar rahi thi, itna majestic scene tha, all vehicles waited silently, nobody used horn #WaterBuffalo",animal
"Guwahati ke Fancy Bazaar mein khareeddari ki aaj, second hand books ke ek stall pe ek rare Assamese novel mili jis ko 10 saal se dhoondh raha tha #BookFinding",none
"Aaj Guwahati mein Khanapara area pe ek storm drain ka cover gaya tha aur road mein ek 2 feet ka hole tha, ek scooty ka tyre isme fit ho gaya, rider giri #DrainHole",road_damage
"Aaj Guwahati mein half ghante baarish mein Sixmile flyover ke neeche car tyre tak paani aa gaya tha. Yeh haal har monsoon ka hai, drainage sahi karo @GuwahatiMC #DrainageFail",flood
Aaj Tezpur-Bihpuria route pe dekha ki ek bade pothole ki wajah se truck ka tyre phut gaya aur poora traffic jam ho gaya. Ek ghante mein 3 km hi aage bade hain #UpperAssam,pothole
Aaj Dibrugarh airport road pe dekha ki ek lambi crack road ke middle mein thi jo clearly ek fault line ki tarah thi. Engineering issue hai yeh simple patch se fix nahi hoga #StructuralCrack,road_damage
"Morigaon district mein boat rescue operations chal rahi hain, SDRF team kaam kar rahi hai but areas covered bahut mushkil hain to reach #SDRFOperation",flood
"Aaj Guwahati mein ek street food festival tha, jalebi, pitha, bhaat diya, sab kuch - Assamese festival food pe itna variety hai, underrated cuisine hai #AssameseFoodFest",none
"Majuli pe kuch ghante ke liye raha aur aaya, next trip mein minimum 3 raat rahun ga, island has its own time zone feel #MajuliTimezone",none
Lumding railway junction ke paas gate band hone pe ek ghante ki jam aati hai aur railway ke paas koi alternate crossing nahi banaya gaya hai abhi tak #RailwayCrossing,traffic
"Golaghat mein ek biker ne ek stray dog ko bachane ke liye swerve kiya aur ek oncoming vehicle se sidhi maakar aayi, both gaye to hospital, dog safe irony hai #DogSave",accident
"Lakhimpur road pe ek jagah road ke neeche jungle ka jhad badhne laga, literally pushing road surface up, visible hai from above view, unique damage type #TreeUpgrade",road_damage
"Dhubri mein border crossing pe formal procedures mein time lagta hai, aur unofficial rush hours pe traffic stretches back on national highway #BorderRushHour",traffic
"Jorhat tea estate ke andar ek road pe ek bada neelgai ka jhund regular cross karta hai, workers ko pata hai lekin visitors ko bahut achha lagta hai dekhke #TeaEstateNilgai",animal
"Kamrup rural mein ek PMGSY road (rural connectivity scheme) jo recent bani thi usme mein ek first monsoon mein hi major structural crack aayi, scheme ke paisa kahan gaya #PMGSYFail",road_damage
"Silchar mein Bengali community ke saath Durga Puja dekhi thi, Barak valley aur Brahmaputra valley ki puja culture ka comparison fascinating hai #BongaPujaDifference",none
"Tinsukia district mein Dihing river ka paani khet aur gaon dono mein ghus gaya hai, fasal ki bhi barbadi ho rahi hai #AssamFlood",flood
"Dhubri border ke paas ek truck ne bir raat ko ek cyclist ko maara aur bhaag gaya, witnesses se plate number mila aur driver 6 ghante baad pakda gaya #HitAndRun",accident
"Aaj Nagaon mein ek unusual sight tha - ek sambar deer aur ek rhesus monkey ek saath ped ke neeche the, unusual interspecies proximity, 10 vehicles ne ruk ke dekha #DeerMonkey",animal
"Aaj Guwahati ke Chandmari area mein main sewer overflow hua aur sewage mixed paani road pe aa gaya. Smell se hi pata chal raha tha, unhygienic extreme level pe #PublicHealth",flood
"Goalpara mein Dudhnoi side pe sudden cloudburst ke baad raaste band ho gaye hain, log phas gaye hain aur rescue team bheja gaya hai #FloodAlert",flood
"Aaj Jorhat mein ek road jo recently patched ki gayi thi woh patch puri tarah aakar raaste mein bich mein hi uth gayi, unbelievable quality of materials used #PatchLifted",road_damage
"Aaj meri car ka alloy wheel bent ho gaya Nagaon highway ke ek pothole ki wajah se. Repair cost 3500 Rs, kaun bharega yeh sab kuch #PropertyDamage",pothole
"Tinsukia main bazaar ke paas NH pe fresh pothole nikla hai baarish ke baad, already ek auto wala toot gaya aaj subah. Koi hai jo sun raha ho @AssamGovt #PotholeMenace",pothole
Aaj Guwahati Bypass pe ek road side pe ek neelgai baithe thi aur log photo le rahe the car se. Bahut majestic lagti hai close up mein honestly #NilgaiGuwahati,animal
"Aaj Guwahati mein Beltola flyover pe ek car ka tyre burst hua 80 kmph pe, driver managed to stop on shoulder, thankfully no multi-car pileup #TyreBurst",accident
"Dhemaji town mein flood relief vehicles aur normal traffic ek hi road pe the aur coordination ke bina sab atak gaye, priority system chahiye #FloodTrafficMix",traffic
"Kokrajhar bus stand ke bahar road ka haal dekh ke aata hai rona. Ek bhi patch smooth nahi hai, har jagah gaddhe, auto wale bhi avoid karte hain yahan se jaana #BTR",pothole
"Kamrup rural mein ek village road pe ek bullock cart ke saath ek biker ki collision hui, biker ki speed zyada thi, chot aai dono ko lekin bachche safe the #VillageAccident",accident
"Dibrugarh ke paas ek baat aayi ki hathi ka jhund ek gaon ki taraf ja raha hai, forest wale already alert pe hain, road wali highway pe bhi movement ho sakta hai #ElephantMovement",animal
"Ledo mein coal town ke low-lying areas mein pani ghus gaya hai, ground floor families most affected hain, shifting ho rahi hai dhire dhire #LedoFlood",flood
"Lakhimpur mein Bandardewa road pe ek 3 metre segment road ne upward bulge diya hai, shayad neeche se pressure build ho raha hai, check karna chahiye immediately #RoadBulge",pothole
"Silchar mein ek large public event ke baad mass exodus ki wajah se traffic chaos itna tha ki 3 ghante mein 2 km nahi kata, event management ko coordinate karna chahiye #PostEventJam",traffic
"Sivasagar mein Rang Ghar aayi thi, Ahom amphitheater, 300 saal purana structure, sochke hi ajeeb feel aata hai itna history samete hue hai #AhomHistory",none
"Dibrugarh Mancotta road ke paas ek road ka ek section literally ooth raha hai, shayad tree roots ya underground pressure, unusual damage pattern hai yeh #RisingRoad",road_damage
Main jab bhi Nagaon se Hojai jaata hoon toh mujhe 20 km extra time estimate karna padta hai because road ki haalat mein yeh samajh nahi aata kab khadda aa jaye #DailyCommute,pothole
"Goalpara mein ek badi gaadi ke tyre puncture hone ke baad road ka ek side block tha, road bilkul narrow thi, 30 min jam tha as a result #PunctureJam",traffic
"Numaligarh refinery road pe road ka haal kaafi kharab hai, petrol company profits kamaa rahi hai but road maintain nahi karwaa sakti kya #Irony",pothole
"Sivasagar ke Demow stretch mein road ki side ki mitti khatam ho gayi hai, road bilkul edge tak aa gayi hai, ek inch aur aur gaadi neeche #EdgeRoad",road_damage
"North Lakhimpur ke paas ek road pe buffalo herd cross kar rahi thi, log ruke aur photos lete rahe, ek bache ka school bus 20 min late hua happily #BuffaloHerd",animal
Aaj Kaziranga highway pe ek badi gainda road pe aa gayi aur poori traffic ek ghante ke liye ruk gayi. Forest guard aaya aur usse safely jungle ki taraf wapas le gaye. Majestic creature hai yaar #RhinoOnRoad,animal
"Morigaon ke paas ek vehicle mein baitha tha toh ek wild boar ne suddenly car ke saamne bhaga, emergency brake, thoda dent aya bonnet mein, boar safely gaya #WildBoarRush",animal
"Haflong ke ek mountain route pe ek pair of wild dogs (dholes) dekhe gaye, pack usually forest mein rehta hai, road pe aana unusual tha, possibly flood displaced #WildDogs",animal
"Biswanath ke paas Bornadi river ke tarf ek hog deer family spotted ki gayi hai, flood ki wajah se terrain change hua hai unka, relief ki baat hai safe hain #HogDeer",animal
"Aaj Biswanath mein ek wild boar aur uske piglets road cross kar rahe the, baby piglets itne cute the ki kuch people ne car rok ke video li, nobody scared them #WildBoarFamily",animal
"Dhemaji mein Brahmaputra ka paani bahut badhna shuru ho gaya hai, riverside villages mein loga apna saman uthake chhad pe shift ho rahe hain #AssamFlood2024",flood
"Aaj Guwahati mein Jalukbari ke paas ek bache ne ek kite ko road pe sooth li aur kite ka dhaga road ke upar cross ho gaya, alag types ka traffic hazard #KiteBlock",traffic
"Hojai mein road pe itna paani aa gaya ki ek bache ko log haath pe uthake school se ghar laaye. Yeh koi village nahi, town hai #TownFlooded",flood
Lakhimpur mein NH-15 pe ek truck breakdown hua aur single lane ki wajah se 4 km tak jam laga raha pure subah. Breakdown waali gaadiyan hatao jaldi please #HighwayJam,traffic
"Lakhimpur mein Subansiri level critical pe hai aur next 12 ghante mein 5 gaon mein evacuation planned hai, army standby pe hai #SubansiriAlert",flood
"Karbi Anglong ke jungle road pe ek baar mein peacock pair road cross kar rahi thi aur dono itne slow the ki 10 gaadiyan 5 minute wait karti rahi, nobody complained tho #PeacockCrossing",animal
"Aaj Tezpur pe ek school mein late drop-off ki rush mein ek parent ki car ka door khulne pe ek passing cyclist ko hit kiya, cyclist fracture, parent shocked #DoorZone",accident
Sivasagar mein Gaurisagar lake ke paas tourist season pe itni private cars aati hain ki local log khud frustrated ho jaate hain apne hi shehar mein #TouristJam,traffic
"Aaj Guwahati mein Shankardeva Kalakshetra mein Sattriya dance performance thi, itni grace thi performers mein ki saans ruk gayi ek baar #SatriyaDance",none
"Tinsukia coal belt road pe pothole itna deep tha ki usme ek bucket puri aa jaaye, local people ne khud patthar aur concrete dala usme by themselves #LocalFix",pothole
Bongaigaon city centre mein road itni patchy hai ki lag raha hai 100 alag alag log ne 100 alag alag samay pe repair kiya. Koi uniformity nahi #PatchworkRoads,pothole
"Guwahati mein Monday morning jo jam hoti hai Overbridge ke neeche, woh alag hi universe hai. 1 km ki distance mein 45 min lagta hai, koi solution nahi dikhta #MondayGuwahati",traffic
"Aaj Golaghat mein Kaziranga buffer zone mein ek rare sighting tha - ek fishing cat river ke paas wali road pe thi, fishing cat bahut secretive hote hain #FishingCat",animal
Amingaon industrial area mein daily road pe heavy vehicles chalti hain aur road rooj toot rahi hai. Industries ka paisa kahan jaata hai maintenance mein #Industry,pothole
"Hojai mein ek friend ke saath cycling ki, industrial town mein bhi kuch khoobsurat places hain agar dhundho toh, hidden gems ka magic #HojaiDiscovery",none
"Numaligarh refinery shift change pe NH pe itni gaadiyaan ek saath nikalti hain ki highway bhi slow padt jaata hai, managed traffic system nahi hai #RefineryShift",traffic
"Aaj Guwahati ke ek cafe mein bahut sunder sunset dekha, kho gaya thoda. Ek cutting chai aur yeh view, kya chahiye aur zindagi mein honestly #GuwahatiVibes",none
"Udalguri ke Bhutan border ke paas ek elephant corridor hai aur vehicles ko wahan slowly jaane ki hidayat hai. Aaj ek elephant family dekhi thodi door se, bahut badiya tha #ElephantCorridor",animal
"North Lakhimpur ke paas ek mini truck mein 15 mazdoor overloaded the, truck ek curve pe balance khota hua, 5 log gire, 2 ko hospital le jaaya gaya #WorkerAccident",accident
"Golaghat district mein Dhansiri nadi ka paani overflowing hai, Kaziranga ke kuch hisse bhi submerged ho rahe hain, wildlife bhi affected #KazirangaFlood",flood
"Nagaon mein ek road ka ek 50 metre section pe ek uneven bulge hai jo growing lag raha hai, engineers suspect it might be a sink zone, assessment pending #SinkZone",road_damage
